PM10,PM25,TVOC,CO2,RISK
6,5,313,609,High
6,5,546,639,High
6,5,298,544,High
6,5,524,412,High
6,5,241,459,High
6,5,415,637,High
6,5,380,400,High
6,5,569,505,High
6,5,715,400,Very High
6,5,509,736,High
6,5,207,417,Moderate
6,5,271,561,High
6,5,93,565,Moderate
6,5,152,400,Moderate
6,5,252,415,High
6,5,559,400,High
6,5,237,400,High
6,5,284,651,High
6,5,286,582,High
6,5,66,400,Moderate
6,5,210,561,Moderate
6,5,317,614,High
6,5,127,527,Moderate
6,5,109,488,Moderate
6,5,91,558,Moderate
6,5,182,451,Moderate
6,5,16,493,Low
6,5,199,599,Moderate
6,5,69,665,Moderate
6,5,572,535,High
6,5,223,542,High
6,5,254,594,High
6,5,191,400,Moderate
6,5,517,535,High
6,5,325,656,High
6,5,232,715,High
6,5,150,722,Moderate
6,5,98,513,Moderate
6,5,132,521,Moderate
6,5,309,470,High
6,5,420,698,High
6,5,475,400,High
6,5,245,636,High
6,5,434,484,High
6,5,582,534,High
6,5,174,550,Moderate
6,5,410,400,High
6,5,26,432,Low
6,5,335,400,High
6,5,85,450,Moderate
6,5,78,666,Moderate
6,5,347,602,High
6,5,240,400,High
6,5,279,530,High
6,5,0,430,Low
6,5,177,509,Moderate
6,5,190,400,Moderate
6,5,471,555,High
6,5,260,400,High
6,5,66,400,Moderate
6,5,364,400,High
6,5,175,699,Moderate
6,5,96,714,Moderate
6,5,423,400,High
6,5,457,684,High
6,5,226,712,High
6,5,326,558,High
6,5,217,563,Moderate
6,5,155,432,Moderate
6,5,507,538,High
6,5,201,508,Moderate
6,5,179,727,Moderate
6,5,229,432,High
6,5,230,485,High
6,5,523,400,High
6,5,311,699,High
6,5,297,400,High
6,5,90,400,Moderate
6,5,224,400,High
6,5,161,694,Moderate
6,5,208,533,Moderate
6,5,248,548,High
6,5,406,514,High
6,5,312,400,High
6,5,172,400,Moderate
6,5,246,531,High
6,5,547,693,High
6,5,193,400,Moderate
6,5,547,478,High
6,5,477,444,High
6,5,428,400,High
6,5,173,400,Moderate
6,5,321,577,High
6,5,501,400,High
6,5,499,400,High
6,5,90,400,Moderate
6,5,574,452,High
6,5,480,708,High
6,5,162,400,Moderate
6,5,156,694,Moderate
6,5,159,530,Moderate
6,5,0,400,Low
6,5,199,400,Moderate
6,5,234,503,High
6,5,201,690,Moderate
6,5,170,400,Moderate
6,5,305,400,High
6,5,85,400,Moderate
6,5,454,656,High
6,5,284,644,High
6,5,489,553,High
6,5,199,400,Moderate
6,5,583,553,High
6,5,365,579,High
6,5,398,407,High
6,5,95,470,Moderate
6,5,403,530,High
6,5,313,400,High
6,5,339,450,High
6,5,367,400,High
6,5,238,403,High
6,5,620,748,High
6,5,456,678,High
6,5,292,734,High
6,5,331,733,High
6,5,679,733,Very High
6,5,244,583,High
6,5,188,576,Moderate
6,5,51,478,Low
6,5,265,465,High
6,5,365,498,High
6,5,160,531,Moderate
6,5,27,457,Low
6,5,209,558,Moderate
6,5,301,719,High
6,5,191,400,Moderate
6,5,398,572,High
6,5,553,408,High
6,5,420,400,High
6,5,183,601,Moderate
6,5,25,518,Low
6,5,361,400,High
6,5,178,400,Moderate
6,5,578,572,High
6,5,177,400,Moderate
6,5,253,404,High
6,5,151,400,Moderate
6,5,593,597,High
6,5,239,400,High
6,5,207,516,Moderate
6,5,339,400,High
6,5,360,447,High
6,5,195,465,Moderate
6,5,245,482,High
6,5,185,625,Moderate
6,5,408,414,High
6,5,287,679,High
6,5,158,498,Moderate
6,5,69,645,Moderate
6,5,425,426,High
6,5,135,634,Moderate
6,5,188,479,Moderate
6,5,248,566,High
6,5,229,525,High
6,5,346,538,High
6,5,44,400,Low
6,5,266,447,High
6,5,140,515,Moderate
6,5,319,447,High
6,5,335,565,High
6,5,246,570,High
6,5,76,452,Moderate
6,5,287,400,High
6,5,271,400,High
6,5,455,666,High
6,5,524,664,High
6,5,341,500,High
6,5,573,400,High
6,5,258,694,High
6,5,11,552,Low
6,5,387,400,High
6,5,338,400,High
6,5,190,400,Moderate
6,5,291,429,High
6,5,175,419,Moderate
6,5,134,464,Moderate
6,5,423,702,High
6,5,578,400,High
6,5,139,400,Moderate
6,5,555,400,High
6,5,8,400,Low
6,5,153,400,Moderate
6,5,318,564,High
6,5,124,400,Moderate
6,5,238,400,High
6,5,218,400,Moderate
6,5,451,400,High
6,5,70,463,Moderate
6,5,83,680,Moderate
6,5,489,432,High
6,5,316,400,High
6,5,332,522,High
6,5,148,400,Moderate
6,5,517,592,High
6,5,218,465,Moderate
6,5,228,434,High
6,5,431,454,High
6,5,157,405,Moderate
6,5,495,400,High
6,5,249,400,High
6,5,173,400,Moderate
6,5,9,430,Low
6,5,221,606,High
6,5,170,400,Moderate
6,5,78,531,Moderate
6,5,465,438,High
6,5,258,400,High
6,5,62,447,Low
6,5,245,540,High
6,5,185,435,Moderate
6,5,336,608,High
6,5,546,536,High
6,5,200,400,Moderate
6,5,685,450,Very High
6,5,382,727,High
6,5,486,525,High
6,5,271,499,High
6,5,155,471,Moderate
6,5,182,513,Moderate
6,5,531,496,High
6,5,254,400,High
6,5,516,400,High
6,5,143,472,Moderate
6,5,209,466,Moderate
6,5,344,481,High
6,5,122,400,Moderate
6,5,212,400,Moderate
6,5,361,400,High
6,5,182,408,Moderate
6,5,182,400,Moderate
6,5,155,400,Moderate
6,5,124,520,Moderate
6,5,275,558,High
6,5,248,456,High
6,5,169,400,Moderate
6,5,114,400,Moderate
6,5,291,400,High
6,5,230,464,High
6,5,237,453,High
6,5,41,551,Low
6,5,284,400,High
6,5,357,446,High
6,5,478,404,High
6,5,481,478,High
6,5,41,474,Low
6,5,102,400,Moderate
6,5,187,400,Moderate
6,5,266,620,High
6,5,271,400,High
6,5,3,574,Low
6,5,195,400,Moderate
6,5,122,431,Moderate
6,5,256,400,High
6,5,234,556,High
6,5,109,400,Moderate
6,5,235,511,High
6,5,400,400,High
6,5,318,400,High
6,5,88,565,Moderate
6,5,244,419,High
6,5,362,400,High
6,5,181,619,Moderate
6,5,508,619,High
6,5,216,468,Moderate
6,5,242,438,High
6,5,415,498,High
6,5,398,633,High
6,5,91,671,Moderate
6,5,62,400,Low
6,5,228,400,High
6,5,193,605,Moderate
6,5,540,406,High
6,5,494,709,High
6,5,330,400,High
6,5,276,506,High
6,5,356,545,High
6,5,320,479,High
6,5,428,400,High
6,5,143,526,Moderate
6,5,590,400,High
6,5,162,442,Moderate
6,5,411,519,High
6,5,202,400,Moderate
6,5,253,400,High
6,5,197,400,Moderate
6,5,675,493,Very High
6,5,81,400,Moderate
6,5,85,627,Moderate
6,5,249,400,High
6,5,299,400,High
6,5,61,551,Low
6,5,755,704,Very High
6,5,218,400,Moderate
6,5,232,400,High
6,5,87,400,Moderate
6,5,336,674,High
6,5,370,400,High
6,5,618,400,High
6,5,166,526,Moderate
6,5,127,400,Moderate
6,5,315,638,High
6,5,12,400,Low
6,5,18,510,Low
6,5,237,534,High
6,5,232,466,High
6,5,78,497,Moderate
6,5,93,400,Moderate
6,5,203,400,Moderate
6,5,344,646,High
6,5,343,400,High
6,5,615,456,High
6,5,278,400,High
6,5,326,481,High
6,5,376,577,High
6,5,125,455,Moderate
6,5,239,553,High
6,5,265,400,High
6,5,509,400,High
6,5,419,400,High
6,5,194,570,Moderate
6,5,287,400,High
6,5,535,566,High
6,5,106,400,Moderate
6,5,390,400,High
6,5,716,647,Very High
6,5,398,722,High
6,5,345,678,High
6,5,224,484,High
6,5,424,542,High
6,5,184,411,Moderate
6,5,299,400,High
6,5,753,400,Very High
6,5,119,400,Moderate
6,5,390,601,High
6,5,201,508,Moderate
6,5,355,669,High
6,5,82,505,Moderate
6,5,182,694,Moderate
6,5,284,426,High
6,5,327,400,High
6,5,308,400,High
6,5,149,400,Moderate
6,5,352,499,High
6,5,202,657,Moderate
6,5,389,400,High
6,5,227,536,High
6,5,254,400,High
6,5,411,400,High
6,5,750,535,Very High
6,5,232,529,High
6,5,415,419,High
6,5,553,516,High
6,5,566,510,High
6,5,200,400,Moderate
6,5,218,400,Moderate
6,5,639,495,High
6,5,337,412,High
6,5,388,400,High
6,5,448,400,High
6,5,564,400,High
6,5,340,400,High
6,5,220,400,Moderate
6,5,485,504,High
6,5,155,400,Moderate
6,5,129,400,Moderate
6,5,235,400,High
6,5,432,484,High
6,5,174,429,Moderate
6,5,252,412,High
6,5,96,428,Moderate
6,5,331,463,High
6,5,409,450,High
6,5,388,495,High
6,5,204,458,Moderate
6,5,451,470,High
6,5,427,400,High
6,5,469,566,High
6,5,188,541,Moderate
6,5,286,400,High
6,5,368,463,High
6,5,169,659,Moderate
6,5,225,508,High
6,5,124,400,Moderate
6,5,291,401,High
6,5,280,449,High
6,5,96,400,Moderate
6,5,169,400,Moderate
6,5,184,400,Moderate
6,5,94,459,Moderate
6,5,174,400,Moderate
6,5,399,400,High
6,5,249,400,High
6,5,7,400,Low
6,5,113,531,Moderate
6,5,100,422,Moderate
6,5,212,400,Moderate
6,5,430,520,High
6,5,501,400,High
6,5,445,400,High
6,5,76,463,Moderate
6,5,238,509,High
6,5,300,400,High
6,5,581,530,High
6,5,420,519,High
6,5,369,516,High
6,5,157,485,Moderate
6,5,208,569,Moderate
6,5,444,462,High
6,5,201,593,Moderate
6,5,318,400,High
6,5,370,653,High
6,5,544,512,High
6,5,119,400,Moderate
6,5,215,467,Moderate
6,5,365,596,High
6,5,510,505,High
6,5,170,417,Moderate
6,5,124,700,Moderate
6,5,210,669,Moderate
6,5,119,588,Moderate
6,5,349,400,High
6,5,398,524,High
6,5,385,547,High
6,5,356,400,High
6,5,705,674,Very High
6,5,302,655,High
6,5,412,488,High
6,5,108,641,Moderate
6,5,246,527,High
6,5,242,532,High
6,5,224,709,High
6,5,137,400,Moderate
6,5,202,400,Moderate
6,5,440,662,High
6,5,742,400,Very High
6,5,125,486,Moderate
6,5,411,582,High
6,5,385,400,High
6,5,56,400,Low
6,5,185,591,Moderate
6,5,99,480,Moderate
6,5,213,678,Moderate
6,5,85,448,Moderate
6,5,378,523,High
6,5,323,427,High
6,5,85,537,Moderate
6,5,80,400,Moderate
6,5,313,543,High
6,5,225,479,High
6,5,321,400,High
6,5,20,400,Low
6,5,266,642,High
6,5,261,478,High
6,5,165,415,Moderate
6,5,342,400,High
6,5,426,655,High
6,5,571,505,High
6,5,226,522,High
6,5,91,489,Moderate
6,5,27,688,Low
6,5,83,587,Moderate
6,5,289,519,High
6,5,267,421,High
6,5,220,486,Moderate
6,5,235,400,High
6,5,301,546,High
6,5,347,400,High
6,5,572,482,High
6,5,241,687,High
6,5,301,634,High
6,5,319,400,High
6,5,259,519,High
6,5,113,458,Moderate
6,5,542,619,High
6,5,166,400,Moderate
6,5,571,592,High
6,5,498,601,High
6,5,150,492,Moderate
6,5,559,400,High
6,5,542,400,High
6,5,227,533,High
6,5,227,486,High
6,5,162,496,Moderate
6,5,44,400,Low
6,5,252,428,High
6,5,143,459,Moderate
6,5,138,455,Moderate
6,5,726,494,Very High
6,5,271,604,High
6,5,461,481,High
6,5,303,400,High
6,5,278,407,High
6,5,669,508,Very High
6,5,244,689,High
6,5,300,411,High
6,5,289,400,High
6,5,210,400,Moderate
6,5,240,624,High
6,5,633,400,High
6,5,248,400,High
6,5,231,505,High
6,5,343,417,High
6,5,514,534,High
6,5,377,400,High
6,5,99,460,Moderate
6,5,240,400,High
6,5,536,520,High
6,5,632,400,High
6,5,142,400,Moderate
6,5,257,533,High
6,5,295,401,High
6,5,515,458,High
6,5,521,400,High
6,5,166,400,Moderate
6,5,153,400,Moderate
6,5,347,673,High
6,5,514,468,High
6,5,368,400,High
6,5,321,472,High
6,5,382,400,High
6,5,178,400,Moderate
6,5,212,400,Moderate
6,5,278,400,High
6,5,412,589,High
6,5,192,539,Moderate
6,5,282,435,High
6,5,351,400,High
6,5,200,400,Moderate
6,5,137,439,Moderate
6,5,215,400,Moderate
6,5,582,400,High
6,5,148,509,Moderate
6,5,72,400,Moderate
6,5,133,460,Moderate
6,5,192,416,Moderate
6,5,226,400,High
6,5,428,415,High
6,5,203,400,Moderate
6,5,230,458,High
6,5,422,400,High
6,5,310,532,High
6,5,43,400,Low
6,5,542,400,High
6,5,253,440,High
6,5,485,400,High
6,5,207,421,Moderate
6,5,290,610,High
6,5,493,400,High
6,5,488,400,High
6,5,96,452,Moderate
6,5,158,400,Moderate
6,5,563,571,High
6,5,455,670,High
6,5,509,635,High
6,5,372,554,High
6,5,176,540,Moderate
6,5,446,400,High
6,5,292,586,High
6,5,378,400,High
6,5,55,650,Low
6,5,225,400,High
6,5,76,400,Moderate
6,5,394,400,High
6,5,362,400,High
6,5,510,400,High
6,5,374,400,High
6,5,430,449,High
6,5,261,400,High
6,5,126,407,Moderate
6,5,87,400,Moderate
6,5,472,544,High
6,5,224,400,High
6,5,256,400,High
6,5,218,400,Moderate
6,5,142,400,Moderate
6,5,130,400,Moderate
6,5,304,400,High
6,5,46,446,Low
6,5,159,459,Moderate
6,5,187,580,Moderate
6,5,253,581,High
6,5,222,526,High
6,5,387,445,High
6,5,511,587,High
6,5,221,639,High
6,5,176,538,Moderate
6,5,423,400,High
6,5,277,400,High
6,5,337,400,High
6,5,363,400,High
6,5,235,636,High
6,5,85,400,Moderate
6,5,579,569,High
6,5,598,400,High
6,5,470,503,High
6,5,81,400,Moderate
6,5,303,400,High
6,5,296,571,High
6,5,178,622,Moderate
6,5,264,400,High
6,5,204,400,Moderate
6,5,201,400,Moderate
6,5,213,400,Moderate
6,5,302,400,High
6,5,202,495,Moderate
6,5,393,400,High
6,5,453,400,High
6,5,107,615,Moderate
6,5,578,400,High
6,5,97,556,Moderate
6,5,163,580,Moderate
6,5,90,533,Moderate
6,5,117,534,Moderate
6,5,551,440,High
6,5,296,400,High
6,5,62,583,Low
6,5,315,609,High
6,5,431,400,High
6,5,165,556,Moderate
6,5,412,400,High
6,5,514,453,High
6,5,224,442,High
6,5,212,400,Moderate
6,5,577,589,High
6,5,125,413,Moderate
6,5,180,400,Moderate
6,5,72,533,Moderate
6,5,429,441,High
6,5,155,465,Moderate
6,5,276,572,High
6,5,443,400,High
6,5,379,605,High
6,5,185,400,Moderate
6,5,626,400,High
6,5,521,400,High
6,5,533,542,High
6,5,214,545,Moderate
6,5,400,400,High
6,5,387,400,High
6,5,582,400,High
6,5,246,581,High
6,5,405,445,High
6,5,76,400,Moderate
6,5,305,400,High
6,5,208,400,Moderate
6,5,249,406,High
6,5,511,400,High
6,5,234,400,High
6,5,169,460,Moderate
6,5,216,400,Moderate
6,5,377,562,High
6,5,101,407,Moderate
6,5,107,400,Moderate
6,5,201,400,Moderate
6,5,519,430,High
6,5,138,445,Moderate
6,5,207,400,Moderate
6,5,192,400,Moderate
6,5,89,422,Moderate
6,5,165,474,Moderate
6,5,246,469,High
6,5,347,400,High
6,5,72,400,Moderate
6,5,423,420,High
6,5,251,538,High
6,5,148,415,Moderate
6,5,461,400,High
6,5,246,406,High
6,5,349,400,High
6,5,470,400,High
6,5,35,418,Low
6,5,282,400,High
6,5,449,430,High
6,5,336,400,High
6,5,345,509,High
6,5,345,400,High
6,5,333,400,High
6,5,200,400,Moderate
6,5,443,400,High
6,5,564,400,High
6,5,242,400,High
6,5,228,537,High
6,5,212,400,Moderate
6,5,286,402,High
6,5,277,400,High
6,5,380,461,High
6,5,297,500,High
6,5,126,400,Moderate
6,5,221,400,High
6,5,271,400,High
6,5,236,400,High
6,5,231,400,High
6,5,136,400,Moderate
6,5,105,443,Moderate
6,5,110,480,Moderate
6,5,193,400,Moderate
6,5,269,400,High
6,5,175,400,Moderate
6,5,134,400,Moderate
6,5,360,400,High
6,5,233,400,High
6,5,286,500,High
6,5,186,400,Moderate
6,5,291,451,High
6,5,304,529,High
6,5,242,542,High
6,5,165,475,Moderate
6,5,276,655,High
6,5,81,400,Moderate
6,5,225,400,High
6,5,244,400,High
6,5,60,449,Low
6,5,431,503,High
6,5,237,466,High
6,5,390,400,High
6,5,562,516,High
6,5,129,400,Moderate
6,5,122,400,Moderate
6,5,232,593,High
6,5,176,547,Moderate
6,5,198,400,Moderate
6,5,194,400,Moderate
6,5,180,401,Moderate
6,5,266,400,High
6,5,66,400,Moderate
6,5,316,469,High
6,5,113,522,Moderate
6,5,230,400,High
6,5,9,400,Low
6,5,27,490,Low
6,5,168,400,Moderate
6,5,182,400,Moderate
6,5,242,400,High
6,5,202,400,Moderate
6,5,420,400,High
6,5,44,400,Low
6,5,230,400,High
6,5,233,626,High
6,5,177,400,Moderate
6,5,215,400,Moderate
6,5,188,400,Moderate
6,5,316,467,High
6,5,527,491,High
6,5,248,582,High
6,5,203,400,Moderate
6,5,193,581,Moderate
6,5,243,400,High
6,5,86,404,Moderate
6,5,237,400,High
6,5,142,557,Moderate
6,5,249,400,High
6,5,302,400,High
6,5,160,400,Moderate
6,5,224,400,High
6,5,284,400,High
6,5,342,457,High
6,5,79,400,Moderate
6,5,142,400,Moderate
6,5,543,400,High
6,5,468,400,High
6,5,327,475,High
6,5,119,478,Moderate
6,5,134,400,Moderate
6,5,423,412,High
6,5,342,400,High
6,5,337,400,High
6,5,223,400,High
6,5,210,405,Moderate
6,5,257,476,High
6,5,195,400,Moderate
6,5,191,404,Moderate
6,5,461,575,High
6,5,221,400,High
6,5,322,435,High
6,5,321,400,High
6,5,468,452,High
6,5,304,400,High
6,5,178,400,Moderate
6,5,528,448,High
6,5,98,620,Moderate
6,5,213,557,Moderate
6,5,260,585,High
6,5,217,532,Moderate
6,5,209,612,Moderate
6,5,219,635,Moderate
6,5,242,615,High
6,5,309,400,High
6,5,304,624,High
6,5,427,405,High
6,5,466,428,High
6,5,224,452,High
6,5,296,400,High
6,5,244,400,High
6,5,330,400,High
6,5,506,438,High
6,5,170,423,Moderate
6,5,173,576,Moderate
6,5,51,457,Low
6,5,567,415,High
6,5,83,483,Moderate
6,5,546,400,High
6,5,138,467,Moderate
6,5,106,400,Moderate
6,5,400,567,High
6,5,176,400,Moderate
6,5,117,400,Moderate
6,5,214,537,Moderate
6,5,639,521,High
6,5,173,577,Moderate
6,5,290,609,High
6,5,481,565,High
6,5,304,401,High
6,5,232,400,High
6,5,245,500,High
6,5,252,535,High
6,5,366,400,High
6,5,399,544,High
6,5,565,404,High
6,5,213,400,Moderate
6,5,329,400,High
6,5,209,400,Moderate
6,5,288,400,High
6,5,315,447,High
6,5,522,400,High
6,5,98,400,Moderate
6,5,224,400,High
6,5,211,565,Moderate
6,5,469,400,High
6,5,234,510,High
6,5,284,400,High
6,5,230,400,High
6,5,243,400,High
6,5,231,400,High
6,5,293,400,High
6,5,394,400,High
6,5,137,400,Moderate
6,5,227,499,High
6,5,221,400,High
6,5,105,401,Moderate
6,5,242,565,High
6,5,168,400,Moderate
6,5,571,453,High
6,5,302,400,High
6,5,206,400,Moderate
6,5,253,400,High
6,5,164,400,Moderate
6,5,423,400,High
6,5,229,423,High
6,5,217,446,Moderate
6,5,142,495,Moderate
6,5,229,532,High
6,5,265,589,High
6,5,528,400,High
6,5,197,426,Moderate
6,5,232,400,High
6,5,164,400,Moderate
6,5,281,647,High
6,5,214,436,Moderate
6,5,264,400,High
6,5,157,400,Moderate
6,5,312,400,High
6,5,174,400,Moderate
6,5,311,400,High
6,5,311,400,High
6,5,306,400,High
6,5,396,459,High
6,5,70,400,Moderate
6,5,481,400,High
6,5,346,400,High
6,5,460,400,High
6,5,55,400,Low
6,5,55,400,Low
6,5,448,462,High
6,5,272,400,High
6,5,406,400,High
6,5,255,610,High
6,5,234,511,High
6,5,62,400,Low
6,5,48,500,Low
6,5,167,400,Moderate
6,5,126,400,Moderate
6,5,184,418,Moderate
6,5,185,525,Moderate
6,5,369,439,High
6,5,195,620,Moderate
6,5,269,510,High
6,5,344,521,High
6,5,232,475,High
6,5,372,400,High
6,5,211,402,Moderate
6,5,249,400,High
6,5,151,400,Moderate
6,5,183,490,Moderate
6,5,239,400,High
6,5,27,400,Low
6,5,70,400,Moderate
6,5,273,609,High
6,5,354,400,High
6,5,221,400,High
6,5,84,456,Moderate
6,5,82,400,Moderate
6,5,314,592,High
6,5,249,400,High
6,5,92,400,Moderate
6,5,41,400,Low
6,5,83,590,Moderate
6,5,539,562,High
6,5,241,400,High
6,5,374,400,High
6,5,349,427,High
6,5,535,400,High
6,5,322,458,High
6,5,114,467,Moderate
6,5,509,400,High
6,5,69,400,Moderate
6,5,223,400,High
6,5,452,400,High
6,5,173,565,Moderate
6,5,507,400,High
6,5,195,400,Moderate
6,5,592,400,High
6,5,329,556,High
6,5,452,445,High
6,5,153,440,Moderate
6,5,264,607,High
6,5,307,400,High
6,5,423,400,High
6,5,199,480,Moderate
6,5,92,437,Moderate
6,5,168,427,Moderate
6,5,402,419,High
6,5,202,420,Moderate
6,5,117,400,Moderate
6,5,180,593,Moderate
6,5,537,400,High
6,5,455,572,High
6,5,119,504,Moderate
6,5,233,418,High
6,5,88,568,Moderate
6,5,380,572,High
6,5,259,443,High
6,5,572,521,High
6,5,199,620,Moderate
6,5,375,400,High
6,5,360,445,High
6,5,573,401,High
6,5,295,400,High
6,5,551,401,High
6,5,305,423,High
6,5,199,581,Moderate
6,5,405,400,High
6,5,383,400,High
6,5,207,609,Moderate
6,5,191,420,Moderate
6,5,279,400,High
6,5,459,432,High
6,5,240,400,High
6,5,210,455,Moderate
6,5,219,429,Moderate
6,5,545,445,High
6,5,204,400,Moderate
6,5,294,407,High
6,5,167,461,Moderate
6,5,395,418,High
6,5,108,400,Moderate
6,5,128,437,Moderate
6,5,388,460,High
6,5,186,400,Moderate
6,5,429,400,High
6,5,208,400,Moderate
6,5,151,400,Moderate
6,5,141,430,Moderate
6,5,238,501,High
6,5,62,400,Low
6,5,403,400,High
6,5,250,519,High
6,5,102,560,Moderate
6,5,72,593,Moderate
6,5,272,427,High
6,5,89,427,Moderate
6,5,213,408,Moderate
6,5,246,400,High
6,5,218,400,Moderate
6,5,205,525,Moderate
6,5,264,400,High
6,5,305,400,High
6,5,264,506,High
6,5,78,543,Moderate
6,5,42,400,Low
6,5,189,522,Moderate
6,5,176,620,Moderate
6,5,232,596,High
6,5,321,400,High
6,5,315,400,High
6,5,254,400,High
6,5,214,576,Moderate
6,5,513,400,High
6,5,314,400,High
6,5,377,400,High
6,5,96,571,Moderate
6,5,352,400,High
6,5,304,504,High
6,5,377,410,High
6,5,157,420,Moderate
6,5,140,427,Moderate
6,5,126,607,Moderate
6,5,240,421,High
6,5,239,400,High
6,5,301,511,High
6,5,367,400,High
6,5,425,400,High
6,5,434,412,High
6,5,351,400,High
6,5,316,400,High
6,5,417,400,High
6,5,210,441,Moderate
6,5,481,400,High
6,5,311,436,High
6,5,144,400,Moderate
6,5,264,400,High
6,5,466,485,High
6,5,337,400,High
6,5,337,400,High
6,5,150,516,Moderate
6,5,197,618,Moderate
6,5,111,521,Moderate
6,5,360,625,High
6,5,417,400,High
6,5,247,400,High
6,5,225,628,High
6,5,448,420,High
6,5,258,400,High
6,5,234,400,High
6,5,100,404,Moderate
6,5,271,400,High
6,5,304,400,High
6,5,232,455,High
6,5,196,400,Moderate
6,5,282,400,High
6,5,425,550,High
6,5,151,400,Moderate
6,5,264,400,High
6,5,220,400,Moderate
6,5,286,400,High
6,5,227,400,High
6,5,223,616,High
6,5,243,400,High
6,5,455,401,High
6,5,143,408,Moderate
6,5,175,400,Moderate
6,5,566,400,High
6,5,564,400,High
6,5,448,400,High
6,5,238,400,High
6,5,165,400,Moderate
6,5,559,525,High
6,5,102,428,Moderate
6,5,113,536,Moderate
6,5,213,529,Moderate
6,5,110,400,Moderate
6,5,227,400,High
6,5,273,400,High
6,5,234,400,High
6,5,439,400,High
6,5,250,400,High
6,5,453,475,High
6,5,374,400,High
6,5,214,400,Moderate
6,5,164,400,Moderate
6,5,268,410,High
6,5,151,400,Moderate
6,5,165,400,Moderate
6,5,171,400,Moderate
6,5,438,400,High
6,5,75,509,Moderate
6,5,179,400,Moderate
6,5,242,446,High
6,5,108,400,Moderate
6,5,85,428,Moderate
6,5,392,411,High
6,5,170,400,Moderate
6,5,352,408,High
6,5,149,420,Moderate
6,5,234,677,High
6,5,272,465,High
6,5,539,423,High
6,5,272,654,High
6,5,348,400,High
6,5,219,462,Moderate
6,5,448,495,High
6,5,195,516,Moderate
6,5,89,504,Moderate
6,5,170,400,Moderate
6,5,141,400,Moderate
6,5,243,411,High
6,5,437,535,High
6,5,453,400,High
6,5,177,400,Moderate
6,5,124,401,Moderate
6,5,140,463,Moderate
6,5,251,400,High
6,5,91,400,Moderate
6,5,282,400,High
6,5,243,400,High
6,5,364,464,High
6,5,225,400,High
6,5,175,400,Moderate
6,5,355,417,High
6,5,340,400,High
6,5,206,400,Moderate
6,5,266,527,High
6,5,284,400,High
6,5,475,426,High
6,5,426,400,High
6,5,591,400,High
6,5,450,482,High
6,5,238,424,High
6,5,228,419,High
6,5,231,400,High
6,5,182,568,Moderate
6,5,261,402,High
6,5,304,412,High
6,5,238,400,High
6,5,192,400,Moderate
6,5,289,400,High
6,5,284,501,High
6,5,213,400,Moderate
6,5,159,400,Moderate
6,5,200,534,Moderate
6,5,314,551,High
6,5,83,400,Moderate
6,5,105,448,Moderate
6,5,187,400,Moderate
6,5,97,417,Moderate
6,5,151,462,Moderate
6,5,499,541,High
6,5,425,400,High
6,5,449,400,High
6,5,465,400,High
6,5,241,536,High
6,5,489,400,High
6,5,606,400,High
6,5,206,400,Moderate
6,5,454,400,High
6,5,59,409,Low
6,5,522,400,High
6,5,407,400,High
6,5,156,550,Moderate
6,5,189,512,Moderate
6,5,222,406,High
6,5,104,462,Moderate
6,5,208,400,Moderate
6,5,183,400,Moderate
6,5,248,400,High
6,5,272,400,High
6,5,302,486,High
6,5,442,400,High
6,5,103,400,Moderate
6,5,151,534,Moderate
6,5,544,471,High
6,5,93,541,Moderate
6,5,407,400,High
6,5,287,445,High
6,5,402,491,High
6,5,154,461,Moderate
6,5,564,432,High
6,5,516,400,High
6,5,296,400,High
6,5,250,400,High
6,5,220,440,Moderate
6,5,245,400,High
6,5,235,400,High
6,5,141,512,Moderate
6,5,238,641,High
6,5,147,578,Moderate
6,5,403,412,High
6,5,177,400,Moderate
6,5,244,533,High
6,5,200,432,Moderate
6,5,456,400,High
6,5,435,400,High
6,5,418,465,High
6,5,184,410,Moderate
6,5,332,400,High
6,5,257,400,High
6,5,178,416,Moderate
6,5,314,565,High
6,5,266,460,High
6,5,152,400,Moderate
6,5,329,581,High
6,5,239,400,High
6,5,212,458,Moderate
6,5,160,403,Moderate
6,5,285,585,High
6,5,128,428,Moderate
6,5,460,512,High
6,5,468,517,High
6,5,192,400,Moderate
6,5,291,510,High
6,5,267,434,High
6,5,152,579,Moderate
6,5,447,428,High
6,5,241,400,High
6,5,215,537,Moderate
6,5,153,400,Moderate
6,5,306,609,High
6,5,264,611,High
6,5,330,400,High
6,5,258,506,High
6,5,472,422,High
6,5,466,400,High
6,5,241,400,High
6,5,534,400,High
6,5,468,547,High
6,5,239,500,High
6,5,259,488,High
6,5,422,400,High
6,5,288,400,High
6,5,436,421,High
6,5,156,408,Moderate
6,5,224,400,High
6,5,349,400,High
6,5,537,400,High
6,5,519,400,High
6,5,475,400,High
6,5,161,400,Moderate
6,5,353,400,High
6,5,206,400,Moderate
6,5,269,522,High
6,5,303,400,High
6,5,289,400,High
6,5,363,400,High
6,5,202,400,Moderate
6,5,113,410,Moderate
6,5,158,451,Moderate
6,5,318,400,High
6,5,182,400,Moderate
6,5,292,400,High
6,5,158,441,Moderate
6,5,307,400,High
6,5,232,400,High
6,5,262,477,High
6,5,279,518,High
6,5,220,523,Moderate
6,5,340,400,High
6,5,461,400,High
6,5,286,485,High
6,5,40,400,Low
